Token,Cluster,Frequence,Type
2019353519,187,1,STATIC
objc,69,2,STATIC
35391,69,1,VARIABLE
:,69,2,STATIC
Class,69,2,STATIC
TSUAtomicLRUCache,69,1,VARIABLE
is,69,4,STATIC
implemented,69,2,STATIC
in,69,2,STATIC
both,69,2,STATIC
/Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork,69,2,STATIC
and,69,2,STATIC
/System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport,69,2,STATIC
.,69,6,STATIC
One,69,2,STATIC
of,69,2,STATIC
the,69,2,STATIC
two,69,2,STATIC
will,69,2,STATIC
be,69,2,STATIC
used,69,2,STATIC
Which,69,2,STATIC
one,69,2,STATIC
undefined,69,2,STATIC
Invalidating,136,1,STATIC
watch,136,1,STATIC
set,136,1,STATIC
.,136,1,STATIC
35448,69,1,VARIABLE
TSUCustomFormatData,69,1,VARIABLE
00:03:06.178,76,1,STATIC
Started,76,1,STATIC
00:03:36.715,156,1,VARIABLE
21335,100,1,VARIABLE
5481561,100,1,VARIABLE
0.501237,100,1,VARIABLE
16,100,1,VARIABLE
0X80076ED,148,1,STATIC
-_continuousScroll,22,1,STATIC
is,22,2,STATIC
deprecated,22,2,STATIC
NSScrollWheel,22,2,STATIC
Please,22,2,STATIC
use,22,2,STATIC
-hasPreciseScrollingDeltas,22,1,STATIC
-deviceDeltaY,22,1,STATIC
-scrollingDeltaY,22,1,STATIC
[,120,1,VARIABLE
00:28:42.167,120,1,VARIABLE
],120,1,VARIABLE
(,120,2,STATIC
Fig,120,1,VARIABLE
),120,2,STATIC
signalled,120,1,VARIABLE
err=-12871,120,1,VARIABLE
00:29:04.085,114,1,VARIABLE
crabsWaitForLoad,114,1,VARIABLE
0x7fbc7ac683a0,114,1,VARIABLE
Wait,114,1,VARIABLE
time,114,1,VARIABLE
out,114,1,VARIABLE
-,114,1,VARIABLE
-1001,114,1,VARIABLE
msRequestTimeout,114,1,VARIABLE
-1,114,1,VARIABLE
22710,15,1,STATIC
NSUnderlyingError=0x7fb7ed616c80,166,1,VARIABLE
/clls/wloc,166,4,STATIC
284,134,1,VARIABLE
520934130.6,134,1,VARIABLE
Failed,170,1,VARIABLE
to,170,2,STATIC
stop,170,1,VARIABLE
a,170,1,VARIABLE
scan,170,1,VARIABLE
-,170,1,VARIABLE
central,170,1,VARIABLE
is,170,1,VARIABLE
not,170,1,VARIABLE
powered,170,1,VARIABLE
4,170,1,VARIABLE
0x7fa82407ea00,146,1,STATIC
0x7fa82435f400,146,1,STATIC
ARPT,199,2,STATIC
:,199,8,STATIC
720406.265686,199,1,STATIC
AirPort_Brcm43xx,199,2,STATIC
:powerChange,199,2,STATIC
System,199,2,STATIC
Sleep,199,2,STATIC
720413.304306,188,1,VARIABLE
35762,43,1,VARIABLE
720580.338311,199,1,STATIC
35773,106,1,VARIABLE
1988,184,1,VARIABLE
EC.SleepTimer,93,1,STATIC
SleepTimer,93,1,STATIC
BroadcomBluetoothHostControllerUSBTransport,96,3,VARIABLE
start,96,3,VARIABLE
--,96,7,STATIC
Completed,96,3,VARIABLE
matched,96,3,VARIABLE
on,96,3,VARIABLE
Device,96,3,VARIABLE
0x6000,96,1,VARIABLE
hibernate_newruntime_map,12,2,STATIC
0,12,4,STATIC
ms,12,2,STATIC
IOPolledFilePollersOpen,12,2,STATIC
(,12,2,STATIC
),12,2,STATIC
ml_get_interrupts_enabled,12,2,STATIC
451550,175,1,VARIABLE
4886d9d9,175,1,VARIABLE
197,175,1,VARIABLE
799,175,1,VARIABLE
40017920,175,1,VARIABLE
27,175,1,VARIABLE
1412,175,1,VARIABLE
160550912,175,1,VARIABLE
39,175,1,VARIABLE
3904,175,1,VARIABLE
vm_compressor_fastwake_warmup,22,2,STATIC
581519,22,1,STATIC
591525,22,1,STATIC
starting,22,1,STATIC
IMMacNotificationCenterManager,126,2,VARIABLE
0x7ff1b2e00ba0,126,1,VARIABLE
Updating,126,2,VARIABLE
enabled,126,2,VARIABLE
YES,126,1,VARIABLE
(,126,4,VARIABLE
Topics,126,2,VARIABLE
``,126,16,STATIC
'',126,16,STATIC
),126,4,VARIABLE
2017-07-05,181,1,VARIABLE
10:52:15.982,181,1,VARIABLE
35861/0x700000323000,181,1,VARIABLE
cup2hreq=d297a7e5b56d6bd4faa75860fff6e485c301bf4e943a561afff6c8b3707ce948,181,1,VARIABLE
cup2key=7:2988503627,181,1,VARIABLE
2017-07-05,14,1,VARIABLE
10:52:16.779,14,1,VARIABLE
35863/0x7fff79824000,14,1,VARIABLE
Fetcher,14,1,VARIABLE
received,14,1,VARIABLE
a,14,1,VARIABLE
request,14,1,VARIABLE
0x100501610,14,1,VARIABLE
cup2hreq=a7873a51b1cb55518e420d20dff47d463781ed3f7aa83c3153129eefb148070b,14,1,VARIABLE
cup2key=7:2501762722,14,1,VARIABLE
2017-07-05,111,1,VARIABLE
10:52:16.977,111,1,VARIABLE
35861/0x700000323000,111,1,VARIABLE
KSPrefetchAction,111,2,STATIC
performAction,111,2,STATIC
no,111,2,STATIC
updates,111,2,STATIC
to,111,2,STATIC
prefetch,111,1,VARIABLE
2017/07/05,128,1,VARIABLE
10:57:01.130,128,1,VARIABLE
1742124257,128,2,STATIC
IMMacNotificationCenterManager,154,3,STATIC
0x7fdcc9d16380,154,3,STATIC
observer,154,1,VARIABLE
__CFNotification,154,1,VARIABLE
0x7fdcc9d19110,154,1,VARIABLE
{,154,1,VARIABLE
name,154,1,VARIABLE
=,154,1,VARIABLE
_NSDoNotDisturbEnabledNotification,154,1,VARIABLE
},154,1,VARIABLE
"2017-07-05_11,01,55.983179",74,2,STATIC
-AirPortBrcm4360_Logs-006.txt,74,2,STATIC
CCProfileMonitor,109,2,STATIC
:freeResources,109,1,STATIC
done,109,1,STATIC
CCFile,16,2,STATIC
:copyFile,16,2,STATIC
fileName,16,2,STATIC
[,16,8,STATIC
"2017-07-05_11,39,39.743225",16,3,STATIC
],16,8,STATIC
-CCIOReporter-001.xml,16,6,STATIC
source,16,2,STATIC
path,16,4,STATIC
/var/log/CoreCapture/,16,2,STATIC
/OneStats//,16,2,STATIC
dest,16,2,STATIC
/Library/Logs/CrashReporter/CoreCapture/,16,2,STATIC
/,16,2,STATIC
"2017-07-05_11,39,38.739976",16,1,VARIABLE
=AuthFail,16,2,STATIC
sts:5_rsn:0/OneStats//,16,2,STATIC
44073,119,1,STATIC
:143,119,1,STATIC
<,143,3,STATIC
IMMacNotificationCenterManager,143,3,STATIC
0x7ff1b2d17980,143,3,STATIC
>,143,3,STATIC
NC,143,3,STATIC
Disabled,143,3,STATIC
NO,143,3,STATIC
0x7ff1b2d17980,149,1,VARIABLE
NO,149,2,STATIC
723587602857832,48,1,VARIABLE
tc22930,-1,1,VARIABLE
en0,161,5,STATIC
BSSID,161,5,STATIC
changed,161,5,STATIC
88:75:56,161,3,STATIC
a0:95,161,3,STATIC
ed,161,3,STATIC
724509.898718,126,1,VARIABLE
Daemon,181,1,VARIABLE
connection,181,1,VARIABLE
invalidated,181,1,VARIABLE
!,181,1,VARIABLE
CCFile,140,4,VARIABLE
:captureLog,140,4,VARIABLE
Received,140,4,VARIABLE
Capture,140,4,VARIABLE
notice,140,4,VARIABLE
id,140,4,VARIABLE
1499288625.645942,140,1,VARIABLE
reason,140,4,VARIABLE
=,140,4,VARIABLE
AuthFail,140,4,VARIABLE
sts:5_rsn:0,140,4,VARIABLE
1499288652.126295,140,1,VARIABLE
"2017-07-05_14,04,19.163834",126,3,VARIABLE
-AirPortBrcm4360_Logs-025.txt,126,3,VARIABLE
"2017-07-05_14,04,19.222771",126,1,VARIABLE
724786.252727,98,1,VARIABLE
1499288659.752738,140,1,VARIABLE
"2017-07-05_14,04,25.118445",74,2,STATIC
-AirPortBrcm4360_Logs-040.txt,74,2,STATIC
"2017-07-05_14,04,25.705173",200,3,STATIC
-CCIOReporter-044.xml,200,3,STATIC
"2017-07-05_14,04,25.777317",200,1,VARIABLE
doSaveChannels,2,2,STATIC
@,2,2,STATIC
286,2,2,STATIC
Will,2,2,STATIC
write,2,2,STATIC
to,2,2,STATIC
/Library/Logs/CrashReporter/CoreCapture/IOReporters/,2,2,STATIC
[,2,2,STATIC
"2017-07-05_14,04,24.831957",2,1,VARIABLE
],2,2,STATIC
-,2,2,STATIC
AssocFail,2,2,STATIC
sts:5_rsn:0.xml,2,1,VARIABLE
1499288667.823332,140,1,VARIABLE
CCFile,176,5,STATIC
:,176,15,STATIC
:captureLog,176,5,STATIC
Received,176,5,STATIC
Capture,176,5,STATIC
notice,176,5,STATIC
id,176,5,STATIC
1499288667.956536,176,1,VARIABLE
",",176,5,STATIC
reason,176,5,STATIC
=,176,5,STATIC
AuthFail,176,5,STATIC
sts:5_rsn:0,176,5,STATIC
"2017-07-05_14,04,32.840703",160,3,STATIC
-io80211Family-056.pcapng,160,3,STATIC
"2017-07-05_14,04,32.969558",160,1,VARIABLE
1499288672.969558,194,1,VARIABLE
"2017-07-05_14,04,33.660387",160,3,STATIC
-io80211Family-063.pcapng,160,3,STATIC
"2017-07-05_14,04,33.736169",160,1,VARIABLE
changed,147,3,VARIABLE
v4,147,3,VARIABLE
en0+,147,3,VARIABLE
<,147,3,VARIABLE
*,147,3,VARIABLE
>,147,3,VARIABLE
v6,147,3,VARIABLE
en0:2607,147,3,VARIABLE
f140:6000:8,147,3,VARIABLE
c6b3:1ff,147,3,VARIABLE
fecd:467f,147,3,VARIABLE
DNS,147,3,VARIABLE
!,147,3,VARIABLE
Proxy,147,3,VARIABLE
SMB,147,3,VARIABLE
724869.297011,48,1,VARIABLE
IOPMPowerSource,48,2,VARIABLE
Information,48,2,VARIABLE
onWake,48,2,VARIABLE
SleepType,48,2,VARIABLE
Normal,48,2,VARIABLE
Sleep,48,2,VARIABLE
'ExternalConnected,48,2,VARIABLE
',48,4,STATIC
No,48,2,VARIABLE
'TimeRemaining,48,2,VARIABLE
4551,48,1,VARIABLE
IOHibernatePollerOpen,96,2,VARIABLE
0,96,3,VARIABLE
state,175,1,VARIABLE
2,175,1,VARIABLE
image,175,1,VARIABLE
pages,175,1,VARIABLE
446175,175,1,VARIABLE
sum,175,1,VARIABLE
was,175,1,VARIABLE
d4e6c0b2,175,1,VARIABLE
imageSize,175,1,VARIABLE
0x2aea6000,175,1,VARIABLE
image1Size,175,1,VARIABLE
0x215a4000,175,1,VARIABLE
conflictCount,175,1,VARIABLE
5848,175,1,VARIABLE
nextFree,175,1,VARIABLE
5887,175,1,VARIABLE
hibernate_rebuild,189,2,STATIC
completed,189,1,VARIABLE
took,189,1,VARIABLE
10042450943433,189,1,VARIABLE
msecs,189,1,VARIABLE
AppleActuatorDevice,142,1,STATIC
:,142,2,STATIC
:stop,142,2,STATIC
Entered,142,2,STATIC
AppleActuatorDevice,129,1,VARIABLE
:start,129,2,STATIC
Entered,129,2,STATIC
ARPT,156,2,STATIC
725147.528572,156,1,VARIABLE
AirPort_Brcm43xx,156,2,STATIC
:powerChange,156,2,STATIC
System,156,2,STATIC
Sleep,156,2,STATIC
488653,32,1,VARIABLE
bitmap_size,63,2,STATIC
0x7f0fc,63,2,STATIC
",",63,5,STATIC
previewSize,63,2,STATIC
0x4028,63,2,STATIC
writing,63,2,STATIC
488299,63,1,STATIC
pages,63,2,STATIC
@,63,2,STATIC
0x97144,63,2,STATIC
725209.960568,138,1,VARIABLE
"2017-07-05_16,05,05.078442",11,2,STATIC
-io80211Family-008.pcapng,11,4,STATIC
725218.810934,156,1,VARIABLE
1499295963.492254,21,1,VARIABLE
RoamFail,21,1,VARIABLE
sts:1_rsn:1,21,1,VARIABLE
Saw,-1,2,VARIABLE
change,-1,2,VARIABLE
reachability,-1,2,VARIABLE
isReachable=0,-1,2,VARIABLE
manual,157,1,VARIABLE
intervention,157,1,VARIABLE
required,157,1,VARIABLE
!,157,1,VARIABLE
DB,63,4,STATIC
Error,63,3,STATIC
:,63,7,STATIC
1,63,3,STATIC
``,63,3,STATIC
no,63,3,STATIC
such,63,3,STATIC
table,63,3,STATIC
tb_c2cMsg_2658655094,63,2,STATIC
'',63,3,STATIC
2017-07-05,156,1,VARIABLE
16:18:06.450,156,1,VARIABLE
GoogleSoftwareUpdateAgent,156,3,STATIC
[,156,9,STATIC
36128/0x7000002a0000,156,1,VARIABLE
],156,9,STATIC
lvl=2,156,3,STATIC
-,156,3,STATIC
KSOutOfProcessFetcher,156,6,STATIC
beginFetchWithDelegate,156,3,STATIC
fetching,156,1,VARIABLE
from,156,3,STATIC
URL,156,3,STATIC
``,156,3,STATIC
https,156,3,STATIC
//,156,3,STATIC
*,156,3,STATIC
/service/update2,156,3,STATIC
?,156,3,STATIC
cup2hreq=ac844e04cbb398fcef4cf81b4ffc44a3ebc863e89d19c0b5d39d02d78d26675b,156,1,VARIABLE
&,156,3,STATIC
cup2key=7:677488741,156,1,VARIABLE
'',156,3,STATIC
520989480.3,134,1,VARIABLE
1499297069.333005,176,1,VARIABLE
725996.598754,120,1,VARIABLE
725996.811165,138,1,VARIABLE
"2017-07-05_16,24,29.663045",77,1,VARIABLE
0x7fdcc9d16380,126,1,VARIABLE
NO,126,1,VARIABLE
0x7fa82502bc00,147,1,VARIABLE
0x7fa823930c00,147,1,VARIABLE
728046.456828,166,1,VARIABLE
ARPT,192,3,STATIC
728173.580097,192,1,VARIABLE
wl0,192,3,STATIC
setup_keepalive,192,3,STATIC
interval,192,3,STATIC
900,192,3,STATIC
retry_interval,192,3,STATIC
30,192,3,STATIC
retry_count,192,3,STATIC
10,192,3,STATIC
728173.580149,126,1,VARIABLE
36227,43,1,VARIABLE
17:22:36.133,155,1,VARIABLE
setting,142,2,STATIC
hostname,142,2,STATIC
to,142,2,STATIC
``,142,2,STATIC
<,142,3,STATIC
*,142,3,STATIC
>,142,3,STATIC
'',142,2,STATIC
NSUnderlyingError=0x7fe13530fc60,127,1,VARIABLE
00,161,1,VARIABLE
a2,161,1,VARIABLE
ee:1a:71:8c,161,1,VARIABLE
arp_client_transmit,119,1,STATIC
",",119,1,STATIC
-,36,8,STATIC
[,36,4,STATIC
NETClientConnection,36,4,STATIC
evaluateCrazyIvan46,36,4,STATIC
],36,4,STATIC
CI46,36,4,STATIC
Perform,36,4,STATIC
CrazyIvan46,36,4,STATIC
!,36,4,STATIC
QQ.10018,36,4,STATIC
tc23407,36,1,STATIC
<,36,4,STATIC
*,36,4,STATIC
>,36,4,STATIC
:80,36,4,STATIC
tcp_connection_handle_connect_conditions_bad,79,5,STATIC
23411,79,1,STATIC
failed,79,5,STATIC
:,79,5,STATIC
3,79,5,STATIC
-,79,5,STATIC
No,79,5,STATIC
network,79,5,STATIC
route,79,5,STATIC
0705/190016,112,1,VARIABLE
-,117,4,STATIC
[,117,4,STATIC
NETClientConnection,117,4,STATIC
effectiveBundleID,117,4,STATIC
],117,4,STATIC
using,117,4,STATIC
process,117,4,STATIC
name,117,4,STATIC
CalendarAgent,117,4,STATIC
as,117,4,STATIC
bundle,117,8,STATIC
ID,117,8,STATIC
this,117,4,STATIC
is,117,4,STATIC
expected,117,4,STATIC
daemons,117,4,STATIC
without,117,4,STATIC
CCFile,165,2,STATIC
:captureLogRun,165,2,STATIC
Skipping,165,2,STATIC
current,165,2,STATIC
file,165,4,STATIC
Dir,165,2,STATIC
"2017-07-05_19,00,43.154864",165,2,STATIC
-CCIOReporter-007.xml,165,4,STATIC
",",165,2,STATIC
Current,165,2,STATIC
File,165,2,STATIC
728563.210777,5,1,VARIABLE
3174,5,1,VARIABLE
728620.515604,97,1,VARIABLE
36325,106,1,VARIABLE
could,136,2,STATIC
discard,136,3,STATIC
act,136,3,STATIC
242131,136,1,STATIC
inact,136,3,STATIC
107014,136,1,STATIC
purgeable,136,3,STATIC
254830,136,1,STATIC
spec,136,3,STATIC
128285,136,1,STATIC
cleaned,136,3,STATIC
0,136,3,STATIC
booter,184,1,VARIABLE
start,184,1,VARIABLE
at,184,1,VARIABLE
1251,184,1,VARIABLE
smc,184,1,VARIABLE
0,184,5,STATIC
[,184,1,VARIABLE
18,184,1,VARIABLE
],184,1,VARIABLE
total,184,1,VARIABLE
367,184,1,VARIABLE
dsply,184,1,VARIABLE
tramp,184,1,VARIABLE
1080,184,1,VARIABLE
hostControllerOnline,99,1,VARIABLE
-,99,1,VARIABLE
Number,99,1,VARIABLE
of,99,2,VARIABLE
Paired,99,2,VARIABLE
devices,99,2,VARIABLE
=,99,4,STATIC
1,99,1,VARIABLE
",",99,27,STATIC
List,99,1,VARIABLE
(,99,1,VARIABLE
``,99,1,VARIABLE
84-41-67-32-db-e1,99,1,VARIABLE
'',99,1,VARIABLE
),99,1,VARIABLE
36332,43,1,VARIABLE
when=2017-07-06,45,3,VARIABLE
03:44:24,45,1,VARIABLE
1401204,5,1,VARIABLE
544128,5,1,VARIABLE
416065,5,1,VARIABLE
25,5,1,VARIABLE
266324,5,1,VARIABLE
74490,136,1,STATIC
9782,136,1,STATIC
34145,136,1,STATIC
56242,136,1,STATIC
485676,63,1,STATIC
BroadcomBluetoothHostController,96,1,VARIABLE
SetupController,96,1,VARIABLE
Delay,96,1,VARIABLE
HCI,96,1,VARIABLE
Reset,96,1,VARIABLE
by,96,1,VARIABLE
300ms,96,1,VARIABLE
2019353593,202,1,STATIC
stop,193,2,STATIC
*,99,16,STATIC
IOBluetoothHostControllerUSBTransport,99,2,VARIABLE
start,99,2,VARIABLE
completed,99,2,VARIABLE
result,99,2,VARIABLE
TRUE,99,2,VARIABLE
0xb000,99,1,VARIABLE
AppleActuatorDeviceUserClient,129,1,VARIABLE
729188.852474,138,1,VARIABLE
299,103,1,VARIABLE
521006902.2,103,1,VARIABLE
2017-07-06,-1,1,VARIABLE
00:30:37.064,-1,1,VARIABLE
36439/0x7fff79824000,-1,1,VARIABLE
Fetcher,-1,1,VARIABLE
exiting,-1,1,VARIABLE
2017-07-06,111,2,STATIC
00:30:37.071,111,1,VARIABLE
36436/0x7000002a0000,111,1,VARIABLE
0706/011106,112,1,VARIABLE
01:11:06.715,69,1,VARIABLE
Google,63,1,STATIC
Chrome,63,1,STATIC
He,63,1,STATIC
[,63,1,STATIC
36456,63,1,STATIC
],63,1,STATIC
triggered,63,1,STATIC
unnest,63,1,STATIC
of,63,2,STATIC
range,63,1,STATIC
0x7fff93c00000-,63,1,STATIC
>,63,2,STATIC
0x7fff93e00000,63,1,STATIC
DYLD,63,1,STATIC
shared,63,1,STATIC
region,63,1,STATIC
in,63,1,STATIC
VM,63,1,STATIC
map,63,1,STATIC
0x77c9114550458e7b,63,1,STATIC
.,63,2,STATIC
While,63,1,STATIC
not,63,1,STATIC
abnormal,63,1,STATIC
for,63,1,STATIC
debuggers,63,1,STATIC
this,63,1,STATIC
increases,63,1,STATIC
system,63,1,STATIC
memory,63,1,STATIC
footprint,63,1,STATIC
until,63,1,STATIC
the,63,1,STATIC
target,63,1,STATIC
exits,63,1,STATIC
36461,43,2,STATIC
19622,196,1,STATIC
23645,79,1,STATIC
09:32:10,45,1,VARIABLE
36491,43,1,VARIABLE
107794,128,1,VARIABLE
10088,128,1,VARIABLE
460,128,1,VARIABLE
58021,128,1,VARIABLE
572831,128,1,VARIABLE
tc23677,36,1,STATIC
(,32,1,VARIABLE
preflight,32,1,VARIABLE
1,32,1,VARIABLE
),32,1,VARIABLE
603,32,1,VARIABLE
ms,32,1,VARIABLE
IOPolledFilePollersOpen,96,1,VARIABLE
6,96,1,VARIABLE
ms,96,1,VARIABLE
23701,79,1,STATIC
hibernate_teardown,116,1,STATIC
completed,116,1,STATIC
-,116,1,STATIC
discarded,116,1,STATIC
93932,116,1,STATIC
AppleActuatorDeviceUserClient,142,1,STATIC
1418325,5,1,VARIABLE
548641,5,1,VARIABLE
438090,5,1,VARIABLE
12,5,1,VARIABLE
30,5,1,VARIABLE
254881,5,1,VARIABLE
1073741824,181,1,VARIABLE
3,181,1,VARIABLE
IOBluetoothHostController,110,1,VARIABLE
:setConfigState,110,1,VARIABLE
:start,32,1,VARIABLE
Code=-1009,-1,2,VARIABLE
Internet,-1,4,VARIABLE
connection,-1,4,VARIABLE
appears,-1,4,VARIABLE
offline,-1,4,VARIABLE
NSUnderlyingError=0x7f8de0c0dc70,-1,1,VARIABLE
_kCFStreamErrorCodeKey=8,-1,2,VARIABLE
_kCFStreamErrorDomainKey=12,-1,2,VARIABLE
Unable,132,2,STATIC
NetBIOS,132,2,STATIC
service,132,2,STATIC
"2017-07-06_08,33,08.335034",77,1,VARIABLE
Got,21,1,VARIABLE
an,21,1,VARIABLE
XPC,21,1,VARIABLE
error,21,1,VARIABLE
Connection,21,1,VARIABLE
invalid,21,1,VARIABLE
NETWORK,99,2,VARIABLE
:,99,2,VARIABLE
requery,99,2,VARIABLE
0,99,14,STATIC
302,99,2,VARIABLE
items,99,2,VARIABLE
fQueryRetries,99,2,VARIABLE
fLastRetryTimestamp,99,2,VARIABLE
521048292.6,99,1,VARIABLE
291,103,2,VARIABLE
521048893.3,103,1,VARIABLE
-,154,1,VARIABLE
SFLListManager,154,1,VARIABLE
(,154,1,VARIABLE
ServiceReplyProtocol,154,1,VARIABLE
),154,1,VARIABLE
notifyChanges,154,1,VARIABLE
toListWithIdentifier,154,1,VARIABLE
Notified,154,1,VARIABLE
of,154,1,VARIABLE
item,154,1,VARIABLE
changes,154,1,VARIABLE
list,154,1,VARIABLE
with,154,1,VARIABLE
identifier,154,1,VARIABLE
2019353614,172,1,STATIC
2017-07-06,14,1,VARIABLE
09:24:14.417,14,1,VARIABLE
36728/0x7fff79824000,14,1,VARIABLE
0x100602220,14,1,VARIABLE
cup2hreq=f5e83ec64ff3fc5533a3c206134a6517e274f9e1cb53df857e15049b6e4c9f8e,14,1,VARIABLE
cup2key=7:1721929288,14,1,VARIABLE
/tmp/KSOutOfProcessFetcher.aPWod5QMh1/download,14,1,VARIABLE
09:24:14.733,111,1,VARIABLE
36726/0x7000002a0000,111,1,VARIABLE
KSMultiUpdateAction,111,1,VARIABLE
KSPromptAction,111,1,VARIABLE
had,111,1,VARIABLE
apply,111,1,VARIABLE
no,181,1,VARIABLE
sleep,181,1,VARIABLE
images,181,1,VARIABLE
WillPowerOffWithImages,181,1,VARIABLE
12754,42,1,VARIABLE
ChromeExistion,175,3,STATIC
main,175,3,STATIC
isUndetectWithCommand,175,2,VARIABLE
=,175,3,STATIC
1,175,2,VARIABLE
after,123,1,VARIABLE
trim,123,1,VARIABLE
url,123,2,STATIC
=,123,2,STATIC
https,123,1,VARIABLE
//,123,2,STATIC
<,123,2,STATIC
*,123,2,STATIC
>,123,2,STATIC
/_/chrome/newtab,123,1,VARIABLE
?,123,2,STATIC
rlz=1C5CHFA_enHK732HK732,123,1,VARIABLE
&,123,2,STATIC
espv=2,123,1,VARIABLE
ie=UTF-8,123,1,VARIABLE
strSendMsg,175,1,VARIABLE
{,175,1,VARIABLE
``,175,1,VARIABLE
websitekey,175,1,VARIABLE
'',175,5,STATIC
false,175,1,VARIABLE
commandkey,175,1,VARIABLE
true,175,2,VARIABLE
browserkey,175,1,VARIABLE
},175,1,VARIABLE
url,142,1,STATIC
host,142,1,STATIC
=,142,1,STATIC
the,123,1,VARIABLE
http,123,1,VARIABLE
/item/,123,1,VARIABLE
%,123,9,STATIC
E8,123,1,VARIABLE
93,123,1,VARIABLE
9D,123,1,VARIABLE
E9,123,1,VARIABLE
87,123,2,STATIC
E5,123,1,VARIABLE
92,123,1,VARIABLE
8C/462624,123,1,VARIABLE
fr=aladdin,123,1,VARIABLE
11:07:29.673,117,1,STATIC
739017.747240,171,1,VARIABLE
en0,47,2,VARIABLE
channel,47,2,VARIABLE
changed,47,2,VARIABLE
36,47,2,VARIABLE
",",47,2,VARIABLE
+1,47,2,VARIABLE
36919,43,1,VARIABLE
[,41,9,STATIC
<,41,6,STATIC
*,41,3,VARIABLE
>,41,6,STATIC
],41,9,STATIC
Adding,41,3,VARIABLE
CalDAVAccountRefreshQueueableOperation,41,3,VARIABLE
0x7fa11d67f3b0,41,2,VARIABLE
;,41,3,VARIABLE
Sequence,41,3,VARIABLE
0,41,3,VARIABLE
to,41,3,VARIABLE
failed,41,3,VARIABLE
operations,41,3,VARIABLE
"2017-07-06_12,00,58.629029",168,2,STATIC
-AirPortBrcm4360_Logs-007.txt,168,2,STATIC
ARPT,129,4,STATIC
739157.867474,129,1,VARIABLE
wlc_dump_aggfifo,129,4,STATIC
ARPT,101,2,STATIC
739163.832381,101,1,VARIABLE
AQM,101,2,STATIC
agg,101,2,STATIC
results,101,2,STATIC
0x8001,101,2,STATIC
len,101,2,STATIC
hi/lo,101,2,STATIC
0x0,101,2,STATIC
0x26,101,2,STATIC
BAbitmap,101,2,STATIC
(,101,2,STATIC
0-3,101,2,STATIC
),101,2,STATIC
0,101,8,STATIC
"2017-07-06_12,03,00.133649",85,2,STATIC
-CCIOReporter-028.xml,85,2,STATIC
739241.687186,101,1,VARIABLE
"2017-07-06_12,03,02.449748",105,2,STATIC
-AirPortBrcm4360_Logs-037.txt,105,2,STATIC
1499367785.097211,194,1,VARIABLE
tc24039,163,1,VARIABLE
0706/120312,112,1,VARIABLE
739253.582611,129,1,VARIABLE
1499367792.155080,176,1,VARIABLE
"2017-07-06_12,03,12.289973",85,2,STATIC
-CCIOReporter-041.xml,85,2,STATIC
739295.354731,126,1,VARIABLE
Roamed,126,2,VARIABLE
or,126,2,VARIABLE
switched,126,2,VARIABLE
channel,126,2,VARIABLE
reason,126,2,VARIABLE
#,126,2,VARIABLE
4,126,1,VARIABLE
bssid,126,2,VARIABLE
f8:4f:57:3b,126,1,VARIABLE
ea,126,1,VARIABLE
b2,126,1,VARIABLE
last,126,2,VARIABLE
RSSI,126,2,VARIABLE
-77,126,1,VARIABLE
f8:4f:57:3b,161,1,VARIABLE
ea,161,1,VARIABLE
b2,161,1,VARIABLE
0x77c911454f1523ab,40,2,STATIC
2375,86,1,STATIC
ARPT,121,2,STATIC
739357.156234,121,1,VARIABLE
wl0,121,2,STATIC
setup_keepalive,121,2,STATIC
Seq,121,2,STATIC
1852166454,121,1,VARIABLE
",",121,4,STATIC
Ack,121,2,STATIC
1229910694,121,1,VARIABLE
Win,121,2,STATIC
size,121,2,STATIC
4096,121,2,STATIC
739359.663674,41,1,VARIABLE
739420.595498,186,1,VARIABLE
739481.576701,42,1,VARIABLE
739549.504820,193,1,VARIABLE
739605.015490,49,1,VARIABLE
f140:6000:8,49,2,VARIABLE
cc53:3e31,49,1,VARIABLE
ccd8:11d4,49,1,VARIABLE
739668.778627,125,1,VARIABLE
45238,119,1,STATIC
:993,119,1,STATIC
24150,79,1,STATIC
started,189,1,VARIABLE
"2017-07-06_14,15,59.644892",165,2,STATIC
"2017-07-06_14,15,59.726497",11,2,STATIC
14:16:06.179,96,1,VARIABLE
37034,87,1,VARIABLE
``,102,6,STATIC
'',102,6,STATIC
tried,102,3,VARIABLE
to,102,3,VARIABLE
hijack,102,3,VARIABLE
endpoint,102,3,VARIABLE
from,102,3,VARIABLE
owner,102,3,VARIABLE
740034.911245,192,1,VARIABLE
2017/7/6,173,2,STATIC
21:56:47,173,1,STATIC
21:44:10,173,1,STATIC
2017-07-06,191,1,STATIC
14:57:16.261,191,1,STATIC
37061/0x7fff79824000,191,1,STATIC
1999,191,1,STATIC
2017-07-06,181,1,VARIABLE
14:57:16.661,181,1,VARIABLE
37059/0x7000002a0000,181,1,VARIABLE
cup2hreq=37fbcb7ab6829be04567976e3212d7a67627aef11546f8b7013d4cffaf51f739,181,1,VARIABLE
cup2key=7:4200177539,181,1,VARIABLE
2017-07-06,187,1,STATIC
14:57:16.667,187,1,STATIC
GoogleSoftwareUpdateAgent,187,2,STATIC
37059/0x7000002a0000,187,1,STATIC
lvl=2,187,2,STATIC
